-0.1905      ;    0.59744 ;    -0.38;        0.1;    2.0402e+00;   6.12516e-01;-1.5394e+00;             1.3  ;           -6.24559e-02	;        -0.6;0.435939     ;        0.6	;   -3; 1.64e+00      ;         2.811         ;  -6.798042e-01   ;         -1e+00;                  2 ;1.65812e-01   ;  1.15394e-01   ;         0.095  ;                 1 ;      1.0;        2e+00      ;   -1.0542321;     0.2         ;            1.26;-0.233069;      -0.44259      ;    -0.846 ;1.0e+00   ;      -0.329  ;      -1;          1.5;  1.2283621e+00	;1.6730089e+00     ; 7.2380453e-02;        1; -2.03009         ;           -0.704;-0.25359			;       -0.7481			; 1.779 ;-1.3006987e+00		;  0.37225   ;    8.889e-02 ;       1.48      ;     -1.9 ;     1.509069;  -1.036974     ;   -0.305;7e-01;      0.85    ;-0.8859683     ;               -0
-0.9117	;3.915e-01;  -0.61    ;   0.32441   ;       -0.852         ;   2.2385848e+00         ;      -0.1985761;  -9.77654e-01;         -1.11;-4.1e-01;2.0871e-01;   1.3      ;        -3.3e-01       ;  5e-01;9.36e-01;   -0.9255       ;    0.28157;   0.9055   ; -9.98e-01 ;          0.8        ;1.4042370e+00;     -1       ;     0;   0.2;  0.8806218    ;              0.579513  ;     -1.145;     2.80180e-01;      1.487e+00;-1.3622e+00;      -0.8;-3.333890e-01;   -2.25361  ;   0.3;    -7.0e-01   ;-8.56311e-01   ;       0.6560373; 3.01659e-02;     5.4365e-02     ;     0.83906; 2.21607e+00;           2e+00; -8.62670e-02;              -4e-01;      -0.760917;-3.675e-01         ;            -0.5;        1.94 ; -0.76207 ;    9e-01 ;          0.15;0.9421         ; 1.282272 ;     -7.921110e-01;  -2.11281e+00
5.697e-01;  -7.149095e-01    ;2.7e-01;-0.83157;       0.5099; 0.6186;             -6.9e-01     ;0.652066;  1.1e+00;        -0.9582        ;   0.0667789    ;       -2.4935080e-01        ;              -0.318;       -0.86     ;  0.76476 ;    1.8 ;       3e-01        ;         -0;                 1		;1.8267458e-01   ;           -2.64e+00; -1.0280e+00;      -7.55e-01;        -0.40888       ;      1.054708         ;  1.579e+00 ; 0.837 ;   -5.85e-03        ;            0.3;      -1.66754	;         -0.53;-0.480868  ;                 0.4;          -2;       9.415e-01		;   -1.364; 0.79168 ;     -2.203162e-01;        1.071160 ; -1.1948270 ;        1e-01   ;-0.03637     ;     0.98        ;-1.33652;   -5.1962e-01     ;0.0324764;               -0.407  ;      -9e-01;      0.2557    ;  1.9222e+00;        -0.9       ;        0.7;   -4.036e-01;   2.160118e+00 ;-0.3027557
 -0.1;  4.148e-01;    -0.9693452         ;           -0.4142629;      1.3614;         -3.3e-01  ; 1.71021;  2.910302e-01   ;             -4; 0.32366;    7.61e-01  ;-5e-01;   0.72     ;   1.4166;     -0.302869;7.80043e-02	;         0.684       ;4.95e-01   ;      0.40   ;     3.6171e-01;      -2.828e+00      ;0.545;       0.09;      -3e-01;1.568688e-01;  -0.057   ;         -0.147;     -2.29e+00;           0.09      ;-0.320308;   -1.277502e+00  ;0.83894;   0.9169749;              0.907576;           0.44     ;           -0.82482     ;  0.86461; -0.185    ;-0.7419;           0.9;   -0.61;           -0.9019       ;     5.9907e-01;-4.92e-01;    -0.34466; 0.1182    ;-1.1457    ;-2.8486689e-01   ;   4.292925e-01; -0.59871;   2e+00         ;             -0.86      ;     2       ;-0.8943173       ; 0.9150077
0.9263;   0.72090     ;   -1e-01 ;       -0.3163 ;     -0.849       ;    -1;       1    ;   0.400766 ; -0.727612;         1.1038;   0.8524;4.9352786e-01;         1.4943  ;     0.380        ;        -0.8033731;             -1.7 ; 1.043346    ;          2e+00       ;                  0.7    ;       -7.94102e-02    ;0.64537     ;      0.24554;-7.1e-01;2.369e-01        ;    -0.4;  0.6558551 ; -2.66723e-01; -4.2086e-01; 2e+00        ;      9.4970457e-01;              1.45         ;     -0.09;     0.1432;         2.6772e-01     ;-1.9344105;   -0.43    ;   6.26e-01;         -0.4319273;     1.389909  ;         9.83e-02;       -0.2601;-0.39063 ;           0.25  ;      1.176	;-1.01389      ;-0.855754;    1     ;   0.4696397 ;           -1.155;       -1;  0.39 ; -1.035e-02;              -0.2     ;0.360275; -0.63449
-1.882092e-01 ;1.31e+00;        -0.3684310;        0.57;       -6.92614e-01; 1.32087e+00;    0.1716354 ;     0.4223614        ;-0.459;         0.0602;     0.5833879      ;        -0.7; -2;  -0.831  ;-2.320e+00;         0.1313816  ;     0.7779;-2.7231e+00;     3.9318992e-01;6.94345e-01 ;     0.472     ;     -0.2297522;        -0.378491;        1.127		;           -0.53   ;   -0.0685;      1.053568e+00; -0.421105;      0.163;        0.32   ;          -0.9;        0.782         ;    -0.8 ;              -0.31;          1.3; -0.30007;              0.6 ;       -0.92;      -1    ;   0.698035        ;         1.55;         -2.12;    -3.07206e-01;1e+00;    0.9137544;         0.28 ;-0.1449884;      0.32671;      0.4734;-7.62395e-01         ;       -5.31e-01        ; 1.067e+00	;  -1.0581e+00   ;             1.099959;          -0.6
      0.78892 ;            1.089     ;      0       ;    -0.417 ;-1.42787e+00         ;    -1.38		;               -5e-01;-9.494e-01    ;  0.43705  ;-9.12166e-01;      2.32   ;      0.5910;     0.428603;-1.312e+00   ;   3.36e+00 ;       -0.176;1.215674;  -4.500e-01 ; -1.46658;       1.7293    ;        1.538821;          -0       ;  -3.5e-02;     3.989738e-01     ;   -1.53483e+00      ;         -0.5   ;         -0.8;          -0.9;     -0.8803443     ;  0.23;  -0.4165497      ;      2.2e-01;        0.16        ;         0.478;6.7e-01;      -1.68955; 2.1444;  -8.6600e-01;      -3.5e-01    ;       0.4;   -8.12991e-01 ;   8.40e-01      ;        -4e-01;-0.4322   ;-1.27e-01;          -0.169;     -0.2         ;  -1.37629 ;               -1.5;     -1.9;             1.1;       -0.2932;     4.530e-01         ;          0.015;    -3.44e-01         ; 
     0.8 ;        -2  ;       0.819;     1.273595;-0.2 ;  4e-01;              0.4459 ;        -1.054;    0.88776       ;-1.132e+00;            0.47434;5.2e-01 ; 1.811e+00	;       0.932        ;-2.4571  ;  5.3389907e-01;-0.29589;     0.916;     -0.433590   ;0.1555693      ;-2.144e-01;     -0.2271;  -8.47611e-01;-8.9e-01;           1.67182e-01;1.10854;      -0.150507;     1.2192032;          1.9         ;        -3.80316        ;          8.27e-01	;-1.08        ;          1.06706; -0.5322  ;    -0.5; -1.800e-01; -5.27569e-01       ;               0.769         ;  -0.452927       ;    -0.36	;     -1.548601; -1 ;-2.3   ;        2  ;        -0.1192144 ;      0.1        ;1.246508     ;     -3.360607e-01;  -0.8;6.06e-01;       0.006     ;          3e-02      ;      0.5892325         ;      -0.7509;4.432524e-01
-1.6  ;    0.1;0.065574;       0.03;     -2.647e-01;        -0.616      ;  1.7168        ;   -1.39;1.455 ;         0.5    ;     -1.79e+00;-2.21e+00;       0.8263     ;      -4.5e-01  ;0.53118;             -1.112   ;1.106617;   1.65;           0.821      ;     0.566769     ;        -2e+00     ;-8.195e-01    ;     -0.0250558;              -0.6;      0.45 ;      -0.71454     ;     -9.28371e-01;   7e-01;   0.2;         -0.5 ;        -8.33e-01   ;            -0;0.800991  ;-2.9294220e-01; 5.3069365e-01;        -0.6687715   ;          -0.7;-7.883e-02;  -0.88799        ;     4.225e-01    ; -2.53141e-01    ;   6.06e-01;    -4.1e-01;    -1.61e-01      ;           -7.45e-02  ;-4.023e-01    ;  -0.501777     ;     -0.27501;    -0.8;         -0.278245;-2.351413e+00       ;-0.502839	;0.155126;    -0.09  ;             -6e-01
  0.3568     ;   0.5486         ;         -0.7;1.25;         2e-01;        1.08         ;            1         ; 1.62919e+00   ; -7.829123e-01    ;            2.513;   2.06;       -1.56672         ;             -0;  1.2;1.2e+00 ; -1.1487521e+00     ;       -1    ;   0.48     ;          2;    1.1e-01     ;        0.07		;     -1e+00 ;   0.4222773;  1e+00  ;          0.9011  ;   1.25  ;   5.72416e-01;1.2e+00  ;  0.3182285;       -2.4e+00;0.24848  ;                  2.201 ; 1.7279   ;    -0.8816455;    -1.136454;    -0.7223;         0.315  ;         1.598584;       1.3;          -2e+00;       2.0e-01   ;     2.348e-01 ;          1; -2.60e-01 ;  5.414962e-01;   0.3130  ;            -0.8;    -0.2846903 ;-1.8e+00;   1.1			;     -8e-01;        -1  ;    -1.1322e+00   ;-2.65	; -0.22
     1.1;         -7.1e-01; -4.8326974e-01;     -1.276570e+00 ;       -2       ;        -1.95e+00;    8.95900e-01 ;     0.54;       -0.137;5.5681495e-01     ;2.1389170e+00        ;7.874528e-01;               0.84   ;        -5e-01;          -0.485  ;-1.483521e+00;  0.2   ;        -3.33e-02		;          -2  ;          0.045;     -0.3276955     ;-1.1837712e-01 ;     1.0314017 ;-0.9451407      ;    -0.787699;-7.6625e-01;    1.3104275;         -0.0988   ;  -1.0332        ;         1.609502e-01   ;1.46293;0.67        ;            2;     -2.07639e-01 ;1.2029  ;-1.4113256e-01  ;3.3276341e-01     ;           -0.3770482;  -0.88755;    1e+00;  3.075e-02 ;-8.901e-01;   -8.0e-02  ;                -1      ; 3.72e-01 ;     -7.05610e-01       ; -6.565379e-01 ;       -0.45  ;     0.5107638        ;            1;      -1.3    ;-0.278785; -1.032741e-01; -0.00849645;        -0.775317
      0.452110;          0.7946		;-6.06771e-01 ;  -4.117355e-01;-5.1838e-01         ;    1.0854      ;-3.2518e-01;             0.196470        ; 6.35045e-01  ;1.602e-01;         8.4359e-01;      9.3009406e-01;1.09260	;     1.374934; 1.050421        ;   -0.62 ;         -1.417e+00;  -0.910126  ;       0.69220;-0.41 ;           1        ;           -0.2        ;     -0.35523;2.317e-01;-8.110e-01   ;         6.137098e-01;            -1 ; 1.252029e+00;-1.653;         -0.2223971  ;    0.7424376;  1.3461e+00  ;1.85838        ;7.0e-01;           -0.168013;-0.5;          1;       0.15460;4.570e-01;        1 ;1.758  ; -1.03472e-01  ; -1.26373;    -7.7928623e-01 ;      1e+00;-9.481e-01;                 1.1;      -0.2		;    2.751e-01;-8.852262e-01  ;-0.0923703			;     0.802593 ;     -0.2;  -0.116392;         -0.22
     2.0e+00        ;        -2.796; -1        ;  0.92        ;       3.5595e-01;         1.4420        ;        -1.64;           0.550 ;          -0.4516987;0.2103;     0.33830         ;1.834601e-01  ;       0.9;    -0.92263   ;     -1.3362827  ;    -1.322358  ;0.4567633     ;          -1.1;       1.1e+00  ;               0.4 ;     1.886;    9.88e-01;     -9e-01;               1	;      -0.8044949;   1.3639913e+00       ;       0.4020990 ;         1e+00   ;             0.3343;     0.48754;-1.343 ; -1.27         ;    5.938e-01   ;   0.900241        ;-1.288039e+00;      0.71712;       -0.13;            -0.886       ;        0.06  ;         -0.9  ;     1.527;-1.5392722e-02	;      0.902539 ;   -5.036885e-01;       1.00;         -4.3e-01      ;  0.005792;       1.352  ;       -1.1644;         1;       -0.891    ;-0.126253;  -2.9e-01;  -1.598    ;     -1.86e-01     ;         
        -0.6  ;       -0.900028;     1.734930e+00;  -1.07e+00  ;    -2.4559150e+00;    0.6    ;-9.43993e-01; 0.7016196      ;-1.056500e+00;        0;-2.392059e+00     ;       -0.0438474;            2.5403 ;    5.2679851e-01    ;      -0.858      ;          0;0.16474    ;         5e-02			;      0.2;-1.53e+00	;-0.035753;         -1.3      ;         -4.96e-01    ;   -0.388312 ;        -1.022 ;-1.3651248;1.143;                  2 ;-4.1227e-01       ;      -1.5583;        -1;-1.660294;-0.80571;        1.7  ;       -8.45829e-01;  1.164;          -1.38029   ; 3.52932e-01;         -0; 3e-01         ;     1;  0.2055;   6.70e-01; 7.202172e-01  ;4.824406e-01; 0.3         ;          1.198;          -0.06       ;      0.87      ;   -0.7293444     ;-0.67294	;    0.04507   ;                -1;    -0.175600;   -0.7048264
       0.9634;    0.03892;    -1.225850e+00      ; -2.7356e-01 ;        1.871336;      -0.8015563;       6.12e-01;-0.2;0.9051;            2  ;-0.95997	;         2;1.231e+00;-0.8        ;      0.8675 ;    0.3375656			;-9e-02;         -0.8820075     ;-2.01479;       0.9;-0.22;             -1.36;     1.9   ;   0.55;  3.75072e-01  ;  -1.4049e+00;         -1.24   ;   1;         0.96466;        0.5135     ;      -0.751;0.352964  ;-1.003840e+00  ; 1.3 ;-1.40e+00       ; -7e-01       ;    -1.506488;            0.65   ;       -4.38516e-01    ;2.0e-01;4.7512852e-01 ;9.817627e-01;  0.81115 ;        0.449  ;-0.47204         ;           1.008	;3.6402641e-01   ;2.511848e-01;  0.09668616;       -0.03    ;     -0.71204;-1.0213e+00        ;    -8e-02      ; -1.1941  ;    -1.8542869e+00
 2.1e-01;      1.3e+00         ;        -2;-1.22254e+00;  -0.0873980  ;1e+00  ;-1.89573e+00 ;    -1.08367;   0.343         ; -4.12311e-01;  0.3346;                   0.6;7e-01 ;    -2.24653e+00        ;       5.3e-01;6.2e-01;  0.541826   ;         0.783         ;     -5.7e-02;      -1     ;          0.37;   -5.534e-01;-1.125343;0.8199094    ;      -5.68e-01      ;  -0.463846   ;      -2e-01   ; -4.90e-02; 1.9236340e+00;     0.284109         ; 0.77923     ; 1.8226903e+00 ;        -0.886786;  -1.46928e+00;  -2e-01;0.522134;        4.4779326e-01;0.10891  ;   1.05868e-02;   6e-01    ;      2.26867e-01         ;       2e-01 ;-1.0;       -3e-01   ; -6.332e-01      ;     4.43410e-03;          1.4;-1.031362e+00;6.8266e-01  ;      -1.9e-01;         0.180  ;         4.41e-01    ;   -1;   -1e+00;-0.9762
