8.1392266e-01   ;   0.9771         ;-6.386935e-01;1.123130e+00    ;          0.2677;            0 ;       1.33e+00; 8.165e-02 ;  0.11; -0.8;        0.0150;-6.637377e-01     ;           -1.30; -2.26e-02;         -1.0125e+00;1.794    ; -1.9536;  -5.47379e-01     ;   7.14e-02     ;   1.167     ;        0;    -6.13e-01   ;       1e+00    ;      -7.0e-01;-0.0       ;    0.043761      ;   -1.664e+00;       -1.328668e+00  ;           0.65;       -0.01143;   -3.14e-01    ;           0.13626 ;      -1.5e-01;    -0.56  ; -0.5915    ; -0.624 ;         -7e-01   ;      -1.242e+00       ;-2.0111780;  -0.31;      2.572076e+00    ;      0.325184;        1.020;         -7.0e-01;-0.3  ;      0.276768 ;4.88e-02;   9.17172e-01;-2.52294;      0.33; 0.7717871;    0.808169; -1.09084 ;      0.709     ;              -0.3    ;           -0.915;      4.4e-01       ;      -2.313; -0.6
-1.811817e+00;       0.6;    0.6;   -0.71;     1.3668 ;    -1.7;-0.496;8.767e-01;-5.0905481e-01;  -0.084018;             1  ;      -1   ; -1.3679731e+00;        1  ;       -0.08;       -0.959878; -7e-01; 1.0051   ;       1.47774      ;      1.03254;              -1.9641         ;   1.11;      0.049996;      -3e+00    ; 0.4     ;   -6.69222e-02;      -0.08      ;     0.86        ;    1.47717e-01;  -0  ;  5.647370e-02 ;-0.19943;1.0443e+00;          -0.687 ;             1;  -2.386e-02    ;-1.19454e+00       ;    0.28989 ;   1;              -0.3;     8.1e-01;           -1     ;-0.64976;  -1e+00;         1.731        ;-1.114713;        -2;     1.00999;5.7447e-01    ;          -0.38 ;0.806864  ;         1 ; -4.95e-01 ;0.02378833; 1.2   ;  -0.63;        1.07;             -0.31   ;    -0.322264
  0.4411094  ;  0.45 ;   0.05662689     ;-9.636e-01;          1.25685e+00;  -0.876236     ;0.0339  ;             -0.6637;     1.4;          -0.88        ;  0.588008    ;        2.22733;       2;0.4166227      ;3.51e-01 ;-0.4387       ;7.97e-01        ;  0.56;          1.32;  0.29605;   2.0511919   ;-7.338e-01;     -0.53017;      -0.5		;    0.701 ;         9.14e-01 ;        0.1200;6.452e-01  ;    1.16329       ;0.49     ;    -0.213604     ;            -1  ;3.873e-01;       -0.939 ;-6.11e-01 ;         -1.959;-7.27948e-01 ;   0  ;   -0.773587	;           0.81486;       6.412e-01    ; -1.3834e+00;          1.9e+00;   -0.5059765;     0.4;        2.025e+00;      -2.41032     ;               -1		;         1.2661     ;  7.7597e-01;     0.90817;   2.20850e-01;        -0.5     ;      -0.818;     -2;              0.793;      0.534        ;-0.5597;1.2080597
        -1    ;          2 ;    1.67e+00 ;   1.1e-01;      4.538e-01;      8.3e-01     ;  -0.311 ;0.4084;    0.9078827 ;-2.12068e-01;         0.2177816;         -8.37362e-01    ;-0.3591;9.24e-01; 0.0469407        ;           -0.4  ;   -0.9    ; 0.4306255;   -7.2e-01;    -1.86657e+00;0.519423       ;        1.0290;      -7.351339e-01      ;            0.23 ;        0.922141       ; -1.65053;   2.0391389e-01;     -0.759; 0.7 ;      -0.3423549;    -6.76369e-01;       -1.245  ;-2.8395269e-01  ;  -0.84;1.57761;1.377874e-01			;2.12e-01 ;-3e-01 ;  -1.429303       ;         -0.0519673;    -0.56453;  1.3617735e-01;      -0.66;  1.20703e+00;      -2	;-0.053338;                  3.19        ;        2.2;2.1205e-01	;0.4719963;    1.761        ;          0.828      ;    -0.8290858;      -0.8;      -7e-01     ;-1.320527e+00  ;   1.31			;              0.2;  0.4788
6.98e-01   ;           -0.02   ;       0.585113;     -0.4         ;               1.9402        ;      -2.192;   -0.79   ;            0.62801;           0.7796462     ;-1.83e+00;               -0.983        ;-9.3717e-01 ;   0.1;      -1.5480 ;    0.4399433     ;         1.0078 ;      1.05e+00	;-0.49363    ;   -0.50245;  0.5;    2e+00    ;      9.926e-01;4.21877e-01 ;          -1.147e+00;        -0.94;-1.78592e-01 ;        -0.061    ;       9.9e-02 ;     1.2600;    -1.02;         -2.173     ;   1.463e+00 ;     -2.26918e-01        ; -2.1079483    ;  -1.375   ;       1.613447  ;      -0.7009;         1.874  ;-2.6e-02    ;      8.174766e-01;1.05865     ;        -8.5e-02;1.3297613e+00;      -7.8e-01       ;   2.1e+00;-1.01865;    -1.7446;   1.358e-01  ;     0.9;           -1;      1.1293  ;   -0.177289;  -0.6820759  ;         9e-01;         8e-01;         -7.617e-01;  0.50544      ;  -0.35     ;  0.06021
1.1866       ;         -1.08443;1.121403; 0.8363218       ; 0.5532045;         -2.11; 5.279997e-02;  -0.145049  ;          -0.72716 ;       -0.6;         1.3922e+00 ; 1.7272;        0.61978;0.4740804;0.3586872 ;     1.3545372e+00 ;    0.5241802;        -0.711;             -0.939;   -0.313  ;     0.2211934	;    0.0743  ;       -3.4136518e-01   ;           -0.154    ; -5.18e-01       ;              -0.03;-0.04826888     ;      8.2e-01;1.1 ;3.613939e-01  ;    -0.076  ;         -2;          0.7   ;-6.4849808e-01;             1.1 ;0.3206554;1.2595143;      0.06 ;     -0.2555952;2.58e+00      ;          1.34         ;   -1.12067         ; 7.0927208e-02;      1.14    ;       1.0778;0.01306   ;           0.56  ;             2.085;-0.745         ;     -2;        1.35e+00 ;               -0.784;        -0.695747 ;    1.2558        ;-4.6e-01        ;        -0.9940200; -0.2692  ;     0.236715 ;  1.8596
    -1;8.4816e-01; 1.13e+00;   1.26e+00;    0.44039  ;          1.673899 ;      5.723e-01	;-0.7625139 ;      1.009575e-01;     -8.3e-03     ;        -2.780191;  -1.4804e+00;        -0;-2e+00;   2.1082224		;        1.1822        ;-0.741556   ;-1.0406e+00;          3.66  ;        -1.76   ;-0.248594       ; -3.27269e-01;              -4e-01        ;  -2.4606e-01  ;    -0.9498;     -0.55 ;1.43177e+00;   0.1492138;5.9488e-01        ;  -4.6697153e-01;       -0.8422  ;      -2.0556;  0.343886;    2      ;  0.619651;        -0.683;2e+00;-0.3374742;       5.7634e-01  ;  -0.3296837  ;  -7.4429328e-01;0.3847659;  -1.14318e+00;-3.55e-01;  1.14e+00;            1.38; -0.4601  ;         -0 ;-1.58e-01       ;            -0.3       ;     2.008;           1.2e+00       ;-0.8398  ;         1.05e+00 ;            1        ;     0.70664       ;              1.483 ;   0;3.0598427e-01
-1.5720e+00   ;  -0.13333       ;        -1.64644e+00    ;  3.0030e+00 ;-1.3741486e+00;          0.03;-0.20846;   -0.985;    4.795213e-02   ;1.044708        ;      1.43  ; -2.95043e+00;      -0.5966         ;     -9.9330871e-01 ;      -1.3230   ;          -1.11e+00;1.15509 ;  -0.9237         ;  3e-01;   -0.468558;   0.8679   ; 6.37400e-01      ;       0.4757;     0.0023782     ;      0.613496;         -1;-5.636e-01;      -0.826       ;1.5770e+00    ;      0.2608		;      0.18348;-4.6641547e-01;            -0.5469     ; -4e-01 ;         8.570557e-01  ;   0.24887     ;  -1.72513e+00  ;    2.6165540e+00;-1.303248e+00;     -1.84254    ;      5.05965e-01   ;  -9.25e-01;-0.04938375       ; -0.3 ;    0.6891      ;6.2654454e-01;-0.460045     ;    -0.614401      ;   0.450338 ;       1.03e+00   ;        -1.6581527e+00         ;  1.022039e+00;-1.766e+00;0.2015   ;     0.81452        ;              1.7        ;   1.746117e-01		;             1  ;-1.8e-01
-0.84576    ; -0.99;-1.2e+00   ;2.05   ;-0.1697;-0.8;             1         ;-0.747565;-1.2981889     ; -0.556753;         0.8    ;          2.102 ;-0.319957; -0.713553;             -0        ;        -5.455e-01; -1.2601  ;-0.9798447        ;   0.54507;  -0.9;      -3.059e-01         ;   1.5576;     -0.297421;   0.2107762         ;                  5e-01;       -1.3853065    ;-1.281e+00;           1.2         ;            -1.4444;    -0.8162886 ;  1.10344e-01   ;-0.4; -0.299401;0.4697  ;2e-01 ; 0.804       ;-0.952586;        -1.764 ;   1.0     ;       -0.9569;     1.06e+00;      5e-01;      -3.6e-01       ;        -0.12;         2.3168;     -6.26e-01 ;        0.63;-1.362e-01;   0.8399 ;   2.846123e-01;      2.9763277e-01;  0.794; -7.2e-01;    -1.11246e+00; 1.19 ;-0.1282718    ;      1.47  ;  0.2671894;-0.1516459
-1.0   ;             -0.153;      0.1731806;    0.6     ; -0.157288 ;   -4.835e-01;    -0.43;        -0.6 ;-9.008e-01        ;        -5e-01      ;       -0.395860;            1.55936;  -3.91840e-01;    1.159e+00;   0    ;     0.3532    ;       -0.57706 ; -9.80e-01; -0.780181  ;0.0954504     ;    0.564  ;     -1.0303;          -0.58      ;       -1.15 ;        0.2639;     -0.0 ;     -3.705610e-01        ;7.10769e-01;       0.0705  ; -0.555  ;    -0.75      ;        -2.1143206         ;-6.5221280e-01   ;     0.908 ;    -0.786      ;-8.559126e-02   ;9.8197739e-01;              -0      ;0.6;         -0.8274 ;    0.557  ;   -0.408  ;       -0.636;  0.8972537;      2.2e+00;            1;   -6.98e-01        ; 0.888969 ;-0.456276    ;    1.5e-01;           1        ;       1.2e+00    ;-1.143363e+00; -0.900744       ;-1.03355;         0.711   ;   -2e+00;-1.0489806e+00   ;  -0.984
-8.7898e-02;    -1.505098e-01  ;    -8e-01 ;    0.640;      -2.65e-02       ;          -0.065         ;0.5586716     ;-1.1019988e+00;        -0.070 ;-0.834	;          0.05;-0.3020261  ;0.72752;1.89744e-01;2.3032e-01    ;  0.2663;          -0.71937     ;     -0.191603;  -1.076415       ;    -4.26e-01;  -5.55242e-01 ;     -6e-01    ;     1.811021  ;-4.574e-02;    0.554 ;  -6e-01; -1.28951; 0.44    ;                  0       ;   8.5385792e-01;  -4.092e-01	;             -0.9  ;        0.16962  ;7.3536e-01 ;-2.188539   ;  -0.7	;    -0.076  ;4.59e-01      ;         0.6   ;     -1.01 ;  -0.295 ;        0.604        ;          -0.63;    -5.292e-01;        -1.77592	;     1.778051e-01        ;        0.03173;8.0e-01 ;   4.32e-01;2.4690e+00  ;     1;8.255923e-01         ;      1.519775 ;                  1 ;9.1696928e-02;      0.1573     ;            2.07;                    1      ;   -0.4054636
         1       ;-0.17004     ;         -0.756;1.26349e+00  ;       7e-01;     -9.96e-01  ;     -2.49536       ;       2.089         ;        -0.3;         -0.8         ; 0.46; 1.68268;          0.8;5.3705324e-02      ;-0.4;-0.65105;    0.9;              0.9077;           -0;-0.233941		; 7.433488e-01     ;      0.399386;      1.2822e+00  ;       -1e-01; -0.013194	;    2.200;     1.5276; 0.46994;      2.563e-01;6.65e-01       ;         -0.10;       -1.176882e+00 ;       -0.016	;  -0.8;        -1.9572 ;  -2.9e+00 ;       0; 1.2524e-01      ;   0.24901;8.891608e-01  ;         1 ;0.65269;-0.76076   ;   1.19153e+00;      0.1; 0.3;1.39;       -0.93     ; 0.35918         ;     1.351		;       0.9	; -0.8046  ;            1.561		;          -0.4;        0.298 ;       1.0684;     0.4273366; 2.80487e-01   ;  -6.019430e-01
 -0.1        ;     0.580202      ;-4.80793e-03;   1.288e-01    ;4.495e-01 ;    0.581    ;              -0.307  ;-1.348256e+00;    0.4551;     -1    ;    -5.7e-01; -1.68034e-01;7.2901e-01;      2e-01      ;           0.802  ;          1        ;-2.43e-01      ;         -0.071;-0.4    ;     -0.89792;  1.0e+00;-0.285593;  0.1968935         ;1.424118;-1.09226 ;   1.315;       -1.9058;    -1.46 ;       -0.18;        -0.6;-0.2704749     ;         2.014358 ;0.2  ;1.2903e-01        ;-1.5e+00   ;   0.64;    -0.406888;       -3.9e-01 ;-0.446      ; 1.33935;-0.697; 5.74e-01   ;    0.3;      0.9;  1.06725e+00         ;    1.253;      -1.385e+00 ;     4.2897498e-01  ;              -1 ;            0.6583    ; -0.6;          -6.1e-01;    -1.20e-01;     1.70361 ;1.0674e+00;-2.687e-01      ;        -0.095;   -0.351;   0.431
-0.907266  ; -1.7003094e+00    ;4.902112e-01;        -0.6         ;-5.491e-01;        -0.564;           2;0.561022; -0.468427;            0.254         ;1.2206033e+00   ;       -1.086036 ; 2.701378e-01;1.386446e+00   ;       4.15661e-01;     -0.3579   ;    -0.5       ;  -0.3571568       ;           0.2;   1.30355    ;          -1   ;-0.815     ;1.439;   0.67;-0.008449;         0.9778618        ;0.2211; -0.3381;     0.043333			;     -0.5 ;  -0.0			;   -0.4322010;      2.84e-01;           -0.53  ;  0.39156 ;          -2e+00;           5.063e-01   ;      -2;-0.7528828;      -5.7203e-01;  0.42432;           -0.4;       -0.874;  -0.131		;     -0.542680;0.702;   -0.07			;2.4;1.6988   ; -0.6    ;-2.07605e+00         ;         1.207953;     5e-02; -1.4e+00    ;  0.06       ;0.24475;     -1.5e+00   ;       4.9e-01;-1.43977  ;    
        0.2;   0.9332;     -1.6e-01       ;1.3118933e+00        ;      5.706e-01;-0.17421     ;-2.11435   ;     -6.3e-01    ;      0.3  ;    0.02;1.0471;     -0.07302551;    1.8337; -0.242393;  5.0723651e-01;    -0.816602      ;       0.774    ; -1.113706;           0.8 ; -0.13       ;                0.81681;    -3.17967e-01;-5.636190e-01;   -1.9e+00;-1.42e+00 ; 0.68;       0.66542;   -1.132074e+00;            2;-0.198441 ;-1.72e+00  ;   -0.7375198  ;        1.1121387     ;  -4.65375e-01 ;          -1.76513 ;  -2.1491913e-01;-2e+00;      1.42e-01 ;      0.08987 ;    -0.946813       ;-3.6901e-01;         -0.80953 ;-7.298198e-02;              2.15   ;          0.5;  0.342855;-0.7578;        1.499; -9.504453e-01;        0.307;         -7.3146842e-01;-9.15e-01     ;     0.2748     ;     1.3485e-01;           0.3     ;  1.3762;         1.3		;   0.186947			;     -0.1134987
-6.9772e-01;     -1.2e+00 ; -1.05e+00 ;      4.88e-01   ;-1.6042e+00;  -0.64303;  7.22623e-01; -4.20629e-01		;  -0   ;     -0.1101 ;        -0.7789;         0.328  ; -0.55608; -1.9   ;        -1.756519;0.1664553 ; 0.48204      ;-1.14755e+00    ;0.1927;       0.74;            -1.158; 1.5;      0.74;        0.936     ;          -0.6      ; -0.5100262;        -0.3   ;       -1.5983544e-01      ;    -1.269    ;-0.4836441;   0.5; -9.26117e-01;   -6.7211e-01      ;  0.4023     ;      0.36082       ;-2.1379e-01   ;-9.106e-01;1.16905e+00; -1.342303;     -1.7 ;     -0.8;    0.10   ; -2.82869;     -0.2  ;          2;           -1    ;            1.8 ;    -0.6996486; 2.08543      ;       -1.25    ;        0.43;  -0.71;          0.4585396;            1e+00;-0.62;-1.7300         ;               1; 4.6982581e-01;-2.9437071e-01
-0.603;-1.35457   ;     0.2;            -1.1043467;5.2e-01; -0.0408011;       -1.85;       -1.5e+00        ;  -0.291221;       -0.0288547;        0.2174         ;   -7.4691e-02;0.75;  -1.9000e+00  ;5.769e-01 ;            -0         ;          0.592949;   1.37754e-01;1.023  ;    -1.3 ;          0.137132 ;          1.06         ;    6.54e-01;           0.2;            0.4217;       -0.312     ;          8.6437e-01 ;-0.774953;    0.36;   0.123214;              -1  ;   -0.4491245;             -1.976		;     -4.266e-01  ;0.1825228  ;          2.3;1.09612e+00  ;              -2.86;-0.80188   ;  -0.563;0.1   ;          1.16643;       0.3445412      ; 1.5496		;    1.24e+00        ;      -1   ;           -1;     -0.5972;      0.494239; -2         ;            1.16237;       2.31242e-01;0.58 ;           0.65119 ;      0.1;           1.6961   ;   0.0736850   ;     -5e-01 ;      1.151367
   -0.7242516;-5.5e-01;      -0.4094968        ;-0.9			;                 -1;8.15e-01;        0.1;           0.603			;        -0.909756      ;      1.7;   -1.777119      ;         -1.3e+00;    1.07852  ; -1.220309e-01 ;   -1    ;      2.5442e+00  ;       0.614;    0.9869 ;   -0.0497        ;     0.9672266    ;-0.73644;   -7.382e-01;   -0.62361     ;       -1.48522e+00;        -0.5287999        ;       -1.4     ;1.9860e+00 ;             5e-01;  0.01391;-1.2280e+00;0.4231;      0;-2.7537366e-01 ;0.194;    1e+00    ; -4.5760e-01     ; -0.8417    ; -0.149726 ;      -0.16  ;0.58938;-0.3645842;0.603454;  8.9407354e-01  ;         -0.21;0.4297954;-2.1e+00   ;            -1.1573     ;0.4749      ;-1.021;4.143e-01			;   -2.042e+00       ;  -0.2155; 0.289335;  -0.2;2.838e-01  ;   9.23345e-01 ; 1.23  ; 9.091e-01;-1.06434
-1.96e-01;         -0.47740      ;             1 ;     -1.0e+00;         -3.57e-01 ; -2.8087442e-01;      0.61764;       -9.60e-02         ;    -4e-01;          0.06        ;  -0.76104;9.32e-01     ;-3.5339728e-01;2.5e+00    ;   -0.8714679			;-6e-01	;           -0.394446   ;   0.3492727		;   4.217e-01       ;            0.36    ;3.4251000e-02			;  -1.948   ;   0.207844       ;     -1.783;-0.69;3.6145977e-01     ;       1.76; -0.189428  ;          0.14720;  1.6e-01         ;    0.81874;  -6.8721e-01;8.737184e-01 ;     1.15; -8.09e-01;    -5.47676e-01  ;-0.2734655      ;      -4.237e-01;         8.9740e-01;-2.63666e+00;     -0.15734 ;  -1.2e+00      ;   1.4906;      -1.480        ;   -2e-01;-0.1758593      ;   1.549e+00;         1e+00  ;     -1;    1e-02;    -2.3631570e-01;          -9e-01   ;2.3625434e-01   ;-1.715;0.8229711;      -1.277;       0.515        ;      -1 ;               1.7
    -1.14637; -0.97106; 2.3e+00        ;     -3.23853e-01     ;   5.06866e-01;   2e+00		;-3.1317136e-01;    0.426;       -5.197727e-01 ;            -0.77   ;       -0.089;        2e-01    ;      0.0782;     7.6e-01  ;      8.3154e-01; 2.2946e+00;          -0.14325      ;-1.3465997e-01         ;0.0430516;-0.6026  ;      2.298189e-01 ;-2.1    ;        1.08       ;             -3;1.2      ;       -1.58e-01     ;         1.1278446e+00 ;           -0.27575 ;   -2.915470e-01 ;    -2.850701e-01  ;        -1.1e+00;   1.65626e+00      ;        -1.11       ;   -2;           -0.115;     -0; -0.03950       ;     -0.6819374        ;      -1     ;    3.0e-01; -0      ;-1.0752920e+00 ; -9.2322842e-01      ; 0.36  ;   3.43117e-01    ;          0.2475;  -1.6316e+00   ;3.929e-01;  0.732375; 0.0         ;  -0.7; -1.185729 ;    0.4;5.6028062e-01 ;  9.12994e-01 ;     -1.825;         0.90        ;-7.99512e-01  ;           1
    -0.061   ;   3.7e-02         ;     -1.8200			;               0.15043;         1.31037; 0.5976102        ;        0.42129;     0.66729;          1.109 ; -1.528;       -2.162;-0.22  ;   1.272e+00;   0.59558    ;          5.3e-01;-1.7198      ;       -0.6311812; 1.2e+00;      -0.52147       ;  -1.409185e+00;               1.3 ;     -0.1;    2e-01   ;-0.4179592 ;  1.089e+00    ; 0.8386884  ;   0.28;  -1.4      ;       -1;-0.086596;           -1.78  ; -1.7794;-1.89233e-01;         0.83    ;   0.9  ;    0.396     ;         9.49e-02;           -1        ;    2e+00        ;    1.972628;       2.8933358e+00;                 0;   1.44384         ;   0.52184	;     4.854e-01  ;    1.226333e+00		;        0.10716;      0.107341; 0.59789;  6.680e-01  ;  -0.140144         ;           2;0.026;   7.203001e-02   ;  -0.1856824      ;        2.0477  ;   -4.061e+00  ; 0.912210  ;  7.223265e-03   ;
