    -2e+03       ; 1337  ;     -5521.41873;   -1424.29 ;2.9720e+03;       2498.1; -3041.0108518     ;   655.298	;-1.69625e+03;     603.9;    -2139.56;      -629.4559;     -1083.26;        4517.9934060       ;3063.6;     -619.58;  5e+03;1.6854028e+03; 8e+02 ;       -1.90e+03;  -454.786202;2123.2311517;          2e+03;      -3646.6;902.8766575 ; -2.32475e+03;  -1e+02       ;     7e+02 ;1021.54706  ;  -5630.6;     -2440.74;  -1744  ;              2449 ;      5557		;                  761;    864;  6.9e+02;   1.6e+03;-5e+02      ;        -1490.6467;  -2.08036e+03   ;-2.0e+03     ;3038.89818    ;1732.79;-1302.15         ;-2756.0         ;        -1.462e+03 ;1.6e+03;     72;601.6870688      ;     1.38e+02         ; -2.9098e+02;       786.5772;   1891.4738580;   -1e+03;4.822746e+03  ;        1.08e+03   ;        -971.9545        ; -1.803e+03;-1.2e+03 ;  2830.5839237    ; 3e+03       ;     555 ;          -184    ;-4544.2;  -633.6;    6428.09543         ;      -2265.6;992.09     ;      4e+03  ;       -3760.8  ;7365.6;-0.982634       ;        
 3.8035e+03 ;            1272.9 ;   1.562653e+03 ;     685.501  ;         709; -1220.021;1603; -2e+03        ;1480.8204390; -1.2128500e+03;   -606.4; -1.35e+03;   6.837992e+02;         -1.6e+03;        -1e+03	;-1.1560733e+03;     -2997.2879;   -846.1916   ;    -2667.97   ;     -1.36552e+02        ;        2549.3;-3.8e+03;-395.632681;3.2817e+03    ;      6.413e+01       ; 2.4e+03       ;           1.2e+03;          -815.4256;-2079.55006 ;          976.6 ; -8.807e+01;  1.70061e+03;-451;-171.730338    ;153.6      ; 1586.08;     -2803.6;      -3.0223519e+03       ;1.53e+03 ;     2.38e+03;      564.892        ;184.9;-590.5890;   -1.8e+03   ;            -114.4684;             -1e+03;             743   ;        -1e+03;               871.4	;     -1.092855e+03;         832.32;   1.14e+03;   3.35376e+02 ; -2.2856332e+02  ;    -1.900074e+02 ; -688	;        -2413.6;-921.312542 ; -287.167; -1871.00   ; -4200.726    ;  -1.95e+03  ;-1.49362e+03;644.9164636; -5.7792498e+02; 4.280429e+02       ;     -1.46e+03       ;       -4.119226e+02      ;-1955;-4.656e+03;          2e+02 ;         -2463.2;      -3e-01       ;         
   1.7e+03   ;      3070.2;          3.683e+01			; 7.9559661e+02;   -2.79251e+02 ;        -2569;       -3.3600119e+02    ;   1330.1477         ;8.38e+00;               -5e+02;         3e+03      ;      -1.42e+03 ; 5.19e+03         ;-2553.04286;    -1400.4837;       5.003e+02;   -2.6066e+03   ;-2119;     -1.228e+03         ;         154.1294  ;     1349.435;   -757.017275;   -1e+03;  1.921e+03;        1e+03    ; 2160   ;1805.9539;     440   ;             -3474.36; 677.407864;        -1.4e+03  ;5e+02 ; -1378.0063171;       -2.88e+03 ; -968.4444;     8e+02;    -968.37;  -2.1e+03;      3.424e+02;    3e+03 ;-14.365380         ;2260;  -3756.10;      99 ;         -1e+03        ;-1.2e+03;488.5836;-1.5117e+03     ;2693.3932184;         357;    -1151;  492;-1.461e+02         ; -1449.6        ;        -1.388e+03  ;   -1623.3800 ;-7.73e+02;  -1670.9   ;       -2.7e+03        ;1.531967e+03;-2e+03   ;4.348143e+02;-2235.2696740         ;-1638.2335198 ;  8.30097e+02    ;       -5e+01;         -2e+03 ;         6e+02 ;               1426;   -2e+03 ;    8e+02       ; -3857.4; 6.7e-01
1799.0716535;     -178.4   ;      1e+03   ;        2e+03   ;   -8.9438e+02;   -725.6175       ;1.79e+03     ;        -564.3594		;     -734.088       ;-225.501577  ;   -1489   ;   -2.0711e+02 ;      106;-3.6e+03;     -1424.45;      4.23453e+02;         -3.05e+03; -1265.9963;  -1.591e+03 ;2227.943985 ;             512.8;-7e+02  ; 1.684e+03         ;1565.58   ;   113.23   ;        -4e+02;1.090e+03;       3e+01        ;  -1257.8;     863.152513;       2457.3;   9e+02  ;-1.5e+03;-1811.363973       ;       -613.103;   9.3e+02; -8.542560e+02;-3.4199e+02;  -1469.91338        ;     4e+02     ;    1524.08957 ;       1520;     1.5e+02; -396.172	;   765.8;      -296.77         ;    1920.53;          1e+03     ;       -1125.379;-254.0457      ;7.556092e+02 ;       2e+03    ;    1.3e+03         ;  677     ;        -7e+02;      -1943.7        ;              693.44;    853.8758;           2e+03  ;-5e+02;-2.035953e+03;-740; -902.9126       ;  8e+02 ;       2118.108211;        1e+03    ;-1751.287			;      -1998.357678  ;                 -2433    ;    -3e+03;       504.527;          -1e+03; -1.611751e+00
1.578624e+03;     -1.2036e+02;   1.45e+03 ;  3.4148601e+03;        8e+02    ;2.733589		; -1.0113e+03		;     1643.4138         ;         -869.2078; -3.843745e+02    ; -8.639e+02      ;          1433.7051350;   5385.58         ;    941.063   ;     -126.943;         433.7;          -3.0e+02   ;            57.356;-2770.88 ;        -2.092691e+02; -920.8    ;-1.18604e+03;-728.8  ;   103;  -6329.1; 836.860190;         -485  ;2.1e+03  ;       808.36  ;       2499.83       ;  1e+03;       -1473.424 ;     -689.77;1.1822280e+03;1194.15454      ;     1.63e+03      ;   7.298582e+02;4.19e+03        ;     3.4e+03;         3065     ;    291.3223;                -1940         ;   -4010.6807   ;-2.8981e+03 ;     -1e+03;  -3950.52     ; 2845.42693   ;        -7e+01;        2413.3      ;2124.09423;-2500.8 ;      -2e+03;          31.996;   2196.602;   3216.886197;       -5.37e+03    ;    -1.4041e+03         ;        -1e+03;      -2e+03;   669.0986;         4198.01  ;     357.9     ;   1.7742793e+03        ;  -2514.2;   1.847129e+03  ;         -121.68432;       -1927    ;        5.1891e+03   ;150.727;   -1.7e+03		;     -1485.50;        1369.5644;        -1.4
      2.13e+03;-3.9520021e+02;2.349058e+03	;3383.2266022;      -2478;   -627.3     ;7875.44662   ;-1847.738    ;          1698.123;    706.1; 4712.067;-4e+03       ;      -3778;  -3.86221e+03; 6719.5377645;        -2.68e+03       ;  3e+03;-6e+02    ; 2.81e+03;-1.79e+03      ; 1.51611e+03    ; 3e+03;-5.7e+03 ; 2.223e+03  ;-1.095979e+03        ;   590.5469  ;          2458 ;   808;3876.8408956 ; 732.2   ;       -5229.444;-2.9657694e+03;-1535.98343   ;         -3e+03   ;3941.85148 ;-4.12e+03;2.7e+03      ; -3861;    951.3     ;          989.1 ;-3e+02      ;2.855e+03;        -4e+03;   -3607;   -3.58e+03;4.90105e+02;  -595.671929     ;-1.584752e+03;      -1.1737e+03   ;5.7037e+02   ;  -1197.226;       -7e+03; 313.56 ;2155;     -1.32e+03;        3470.64;      1e+02;  -4e+02; 2860.309582;       -2.0e+03       ;-3.9507891e+03;      -3869.1;   -1.14e+02;-8970.652805   ; -3e+02;      -1135;900.18      ;      -2.9873e+03;   -1.05563e+03;         -1e+03;        1.5e+03;-2e+03  ;-6.6e-03
   1.7e+03      ;       2e+03;               -995.073			;         -1e+03       ;     1027.42 ;-1590.904195   ; -293.4931; 907.766;-6.78612e+02;  -310         ; 1546.253;     -2e+03;     2133.4339 ;    -2412; 548.138646;    -1.59e+03   ;         -1578    ;      191.22	;  -992      ; -1435.44  ;        1341.6  ; -1.4e+03        ;  -29.8223976;   750.4973601   ;            1.61e+03    ;192.01139;            3759   ;-883.5608336  ;   -2429       ;   72.93766;        -2e+03    ;      -1.2e+03;          326       ;     -1.944100e+03;     8.3189541e+02;  1034;  -1207	;    -2038.68;  2783.5545315	;      2.8e+03      ;-339.425; 895   ;-1.4e+03     ;               4.78e+03        ;      -932;1.5e+03      ;7.65e+02;        -593.801578 ;    754.23192;    6.1114e+02 ;      -2e+03 ;             1e+03   ;    3.964e+02  ; -2.3708e+03;      -3.3e+03;1.4533e+03;742.7; -921.60021    ;          756.9126  ;     851.981;             799;   2131.596847  ;       -3035;     -1e+03      ;    -154.36    ;    8.799904e+02;-167.04917   ;       -1e+03;   -1.334098e+03;       -515.5156183;-761.8446    ;       -4e+02;       0.2649 ;
       -766.50; 1.041141e+03    ; -1376.7355392;    1.89e+03		;     -2267;             -1555.6;     3e+03;     -2986.059;-1884.43231;          -1.69e+03;    5.89e+02;        -1021.8 ; -2225.3344430      ;  -2535.44706 ;   115.439      ;    -851.239  ;     2027.10;       -2513;           -4e+03 ;   415.763  ;      -1.0697678e+03         ;    -1.05419e+03			;-1487.0011;      -270.6 ;  -1355  ;        -1e+03;  -2893.7765;         57.39;   -1.558801e+03        ;-2953.333;         1301.4    ;  2.1004116e+03;    1.6e+02;       426.7913     ;      53.40302 ;        77   ;-83.7926	; -76.2901; -4e+03         ;      -4.997e+03        ;-6.0041181e+02;  5e+03       ;-871.969       ;  -327.718269;         -3e+02;    1883.5841  ; 3.439e+02         ;       2.8120e+03 ;      8.956944e+02     ;-660.11;        1374.4948083  ;         5.15e+02			;-395.229;         1.48e+03;             1705 ;  1324.813  ;-2.3031687e+03;   -1259    ;361.01152;   -4718.1736622     ;  -1e+03;-8132.509   ;3631.54;        5.25348e+02; 1e+03			;             -105.06;      3463.3  ;         -5762.4  ;         -1.362e+03;-7e+02;  1.926795e+03;        5.7e+02      ;-0.7844307
2.9e+02;-1617.595     ;         -1e+03;    -5.1284e+02; 1581.9;      1703.57;3252.8480709;               26.1 ; -2663.663718       ;2392.08   ;    -1.9882e+03;2.77722e+03 ; -4026.409 ;-4.1858237e+02    ; 1.1678e+03;-671.2670256; 871.09 ;       233.7;     926.9880;1286.3619726 ;    61.25520   ;   1.766529e+03 ;          3083   ;           906      ;              1e+03	;-929.53579      ;-1749.6  ;     236  ;-775.1123071;-1.0678e+03         ;      1722.20;  -26.264000    ;      1e+01       ;       -8.378e+02;         -2.616285e+02 ;    -1701.813   ;   999.208   ;     -1076.03; -2.493161e+02      ;         57.82        ;   1435;       -2.1139e+03;     327.0 ; 1.25e+03         ;        -1099.861372;       -1665.2        ; -181.31688        ; 2219.13     ;  -8e+02;2.2e+02;       -4e+02    ;  1e+03 ;          3e+03;3.6593358e+02      ;        1.7384e+03;         2e+03 ;      2e+03;    -1049.9800;       832.0        ;  449.4473         ;  660.951   ;      8.485e+02;         3249  ;     -3e+03  ;    2e+03 ; -2.302e+03       ;   1.72e+03;-2e+03 ;-533.26   ;-5e+02        ;-1532.7478;  3e+03;  0.47008 ;        
-1.73e+03;     5829.5719  ;        2.7e+03;         90.18			;     -1e+03	;   -3182.61 ;    726.6350168  ;   2332.921        ;       142.153       ;2077.95950  ;   1.2566966e+03;2.9827633e+03; -798.745388       ; -1.18e+02;       -2e+03      ;     -1435.01 ;   1e+03;-1256.5987733;   -2354.77010       ;    -1200.94 ;          -1158.83; -358.257     ;  -6.82e+02; 2.81e+03 ;    6e+03 ;     -1.6e+02;      344.6  ; 2e+02			;      -5573  ;      -4e+03  ;          945       ;           2e+03        ;   -213.23892		;         18.6474953        ;     -1755.7     ;  1586.743390   ;      -4578.0  ;        -3020.61161;        -2.64007e+03      ;       -270.75       ; -981.82;5642;7.9696e+02     ;       11.644;   1853.907777         ;      -7.4752897e+02;-6.508e+02 ;1411.4;            2082;-2.6e+03     ; 2714        ;1.26e+03         ;   2.4e+03 ;-3.446839e+03     ;1944.1323;              2.845e+03;       -1717.804  ;-4.9e+03  ;    -1139.9600551;         -2340		;   -3e+03;    3148.6007;-771.158539        ;   1.94763e+03;  -287.124518;  -3240.612411;   -2.3842000e+02  ;     -2195.53;     6871.77   ; -321.53    ;            2.0e+03;  -3.05238e+03         ;      1.4206
-5888.056 ;2e+03;            184.9 ;               -3e+03;   -2005.66       ; -1.0465e+03; -1.29e+03;       3073.685094   ;-3.5e+02      ;   4187.3;-3.69e+03;  3765.9  ;             1590.8     ;     2953   ;  -1236   ;   622;2733.4351      ;       943   ;   1101.893828 ;     325.4857;       -1e+02; 3008 ;  1363.192; -1968.2255133 ;          2e+03   ;-5.5802e+03;        3e+03 ;     1.2471e+03        ;     1.5e+03;-3720.975        ;  -1980.75         ;     -4.25e+03;       -4e+02    ;   559.0732;     -336.27966;    114.825382     ;-747.015    ;         -4.6244e+02;   -2.01e+03  ; -2273     ;  -2295.2197;3.929635e+03 ;     2.9e+03;  941.7412659    ;  2875.83        ;  -1162.07677    ; -1.3257e+03         ;     -348   ;  -3288.69 ;    -522.655       ;         2900.8094   ;-2.9059e+02;2.705684e+03   ;  2e+01;13.8599;8.0e+03;      2443.617 ;-8.7e+02         ;  -3.4528534e+01;2.12e+03;   5657.4  ; 6.800392e+03   ;    2.6362e+02   ;    -742.02         ;                   -9      ;    -4e+03   ;      3874.673    ;  -3366.73;6.1e+03    ;     4.97e+03;    -1.922e+03        ;                 3e+03;    -2
920.170228         ;        449.8;     6246;      2700  ;-3.20526e+01  ;          -2.4e+03 ;3221.07165;       3751.28  ;             -239.3089;  1.533936e+03; 5.101909e+03;-1.3e+03     ; -2.6139e+02;       -4791.574;     -2172.82029         ;    -2e+03;-2.2149477e+03;         9.36e+02;   9e+02   ;    -2734.6999;        1e+03     ;         -264;  -1262.8474247;                  2373   ;       -1902.3 ;         2e+03;            -1908.0       ;-3.1e+03 ;    440.84     ;             6031.040;    -1.148824e+02 ;    -3e+02 ;    -1e+03   ;      -5091.8201;   239.3     ; -5493.938 ;           1128.22;7.2e+02;   4679;       3.1e+03;2.487968e+03;        1442.61;  -7.06e+03;  2245.4434970         ;       -2115.5;  3.489e+03;    6.272630e+02;   1.48556e+03; 2896.2281       ; 1171.081037  ;-1442.0451141  ;  -1784.4924;-2e+02;   -4426.1  ;     -986.144;     -2.11e+03       ;             2e+03;     1521.870858   ; 2.3997e+03 ;      1.36705e+02    ;     2.880034e+03;-2.41380e+03 ;    1762.89; -5.498365e+03         ;3057.687;-2035.8938898;    -6e+03;3041.7032947   ;     -2e+03 ;-2.9098e+03;       6.1676e+02;-3078.9        ;           0.37;       
