      -28.8336;     105.91  ;1e+02;        -21.855 ;-183.27 ;        491.414     ; 8.8528e+01;      -316.02031;            140  ;     -5e+02        ;      1e+02  ;     -477.27       ;           293		;        -204     ;  -438.46571  ;5e+02;      556.6        ;5.5e+01;-44.265;3.194e+02  ;-2.657335e+02         ;0.0524908
-3.96883e+02;-6.8761255e+01;    -2e+02   ;        -125;    -389.2907     ;           2.3e+02    ;         -476.26;      -9e+01;    -4e+01         ;   -5.9e+02 ;  -4.10e+02 ; -4e+02      ; 1.130527e+01 ;-211.891;-3e+02;           2e+02		; 399.2335     ;   -70;-900.3   ;     234.9;       -5.2e+02   ; -0.1834323
       -24.16;-132.141; -12;    11.7305366      ;-251.7900        ;           464.4652 ;    -28.86533; -12.8;  1.9e+02  ; -4e+02  ; 2.9295e+02;       -436.893 ;7e+02       ;   -1.61e+02; -3.764096e+02 ;       5e+02        ;      2.8e+02;               -125.5  ;   -287         ;    1.6828156e+02   ;-6.90259e+02    ;    -1.341
    371.87 ;          -2.1e+02;        22;1.58367e+02;518.875836     ;112.161651;    260.41	;   5e+02         ;  -1e+02 ;    351.3; 3e+02;          79;  5.024517e+01     ;  3.9500e+02 ;        428.426 ;-688.8508;  -416.07376;        96.971   ;       2e+02      ;-384.153574;96.29   ;            -2;
2.2009798e+02; -64.592797 ;  4e+01;     4e+01;                 3e+02       ;-143.377771; 78.7 ; 214.777;  -2.844203e+02;         385.29 ;     1.07e+02  ;    2e+02;    -2.810015e+02 ;1.3573403e+02;  3e+02;    -3e+02;-242.7809;   -1.4034039		;   8.60887e+01; -3.0e+02;  5.0e+02;    0.33
2.8863762e+02;    221.374;152.664162     ;              2e+01;-434.49930;      -2e+02;      -133.586       ; -333.33   ;    343.06;            -141.26      ;    -1e+02   ;           -140.6522;        -152;  186.89599  ;   -4.3e+01; -2.6405e+02 ;       8.2e+01        ;  -120.36533; 1.7e+02;   18;     -154.33;       1.84446
         628.7; -320.4673  ;        5e+02;  87.650148;           -3.0e+02  ;-558.47330        ;-85.06609   ;        72.363;               6e+01     ;     -81.343         ;              223 ;      59; -2.37385e+02;  174 ;          264.332    ;          164.7557  ;-8.77e+01; 3.50915e+01;             540.111477;-658.93     ;-195.9942 ;    1.0379
 -491.7075;   -523.85        ;     -272.9433     ;        -2.444;527.765         ;  1.04533e+02; 24.5190010;     6e+02 ;    -3e+02;3.415644e+02;   -5.5594; 3e+02 ;          37;         -5e+01     ;   3.517516e+02;      -3e+02  ;      -643.52;        2e+02;       -3.0e+02;    -153.998;  -1.31185e+02;        0.50041
449.21		;        -605.6       ;       659     ;        251   ;-5.8803e+02    ;-934.92068    ;86.09696;              1.4e+02;       4.41e+02;2.8094963e+00  ;3.83e+02;323.3717;               62.562  ;    5.8433  ;  3.5e+02    ;         328.17845     ; -6e+02      ;            155.4655;      1.2e+03        ;    -746.000386  ;        -7e+02;        1.3305277
228.768;          137.64859 ;48.86753; 91.36;           -9.1;349.5394       ;    70.9228573   ;   -5e+01      ;    -8.604474; -107.4; 1.478e+02;     -4e+02;85.0777		;    187.2  ;     79.4356814;        -3e+02;      2e+02 ;     -67.176218     ;    -246.7065;1.09548e+02      ;   -5.24789;          2.25995
   -377.345065;  246.919;-132.2676;  -47.33769      ;    146.26;             -62.2114 ;       5.12627e+01      ;           -2.454e+02        ;      -105.468;            52.10;   -333.3123   ;     148.34        ;-278.68;    -104.34      ;        -27.748;      159.2642939 ;     1.06e+02;    109.0108;      0.21984;2.887e+02; 3.6e+02;    -2.34e+00
